patent,abstract,title
08342980,,"Golf club heads with loft-based weights and methods to manufacture golf club heads",
08342981,,"Golf club head having a grooved face",
08342982,,"Metal wood club with improved hitting face",
08342983,,"Golf putter",
08342984,,"Multi-component golf club head",
08342985,,"Iron-type golf club head",
08342986,,"Multi-purpose spring-loaded divot repair tool",
08342987,,"Football holder for place kicking and method for making and using football holder for place kicking",
08342988,,"Weight attachable to a racquet",
08342989,,"Sporting goods with graphene material",
08342990,,"Arrow switched lighted arrow nock assembly",
08342991,,"Inflatable play ball",
08342992,,"Driving force transmitting apparatus",
08342993,,"Synchronous drive apparatus",
08342994,,"Multiple sprocket assembly",
08342995,,"Drive arrangement with open loop hydraulic mechanism operable as a pump or a motor",
08342996,,"Multi-speed transmission with multi-axis transfer",
08342997,,"Hydraulic control device for automatic transmission",
08342998,,"Friction element load sensing in an automatic transmission",
08342999,,"Electromotive drives",
08343000,,"Electric drive system",
08343001,,"Electric drive",
08343002,,"Rotating planetary gear carrier lubrication device",
08343003,,"Joint driving apparatus for robot",
08343004,,"Powertrain of an automatic transmission",
08343005,,"Multi-speed transmission having four planetary gear sets",
08343006,,Transmission,
08343007,,"Compact multi-speed automatic transmission",
08343008,,"Variable speed drive apparatus",
08343009,,"Power-split wind power generator gearbox",
08343010,,"Shift to direct drive during coast conditions",
08343011,,"Method and system for controlling engine air",
08343012,,"Device and method for exercise prescription, detection of successful performance, reporting, and provision of reward therefore",
08343013,,"Personal exercise device",
08343014,,"Reversible toe manipulation device",
08343015,,"Hand exercise device",
08343016,,"Leg-powered treadmill",
08343017,,"Strike training machine with bidirectional weight resistance",
08343018,,"Muscle tension strap",
08343019,,"Tai Chi yoga bag",
08343020,,"Method and apparatus for physical therapy exercise",
08343021,,"Exercise apparatus",
08343022,,"Cheerleader training device",
08343023,,"Method and device for producing a highly precise box",
08343024,,"Apparatus and methods relating to corrugated materials, containers, and packaging",
08343025,,"Centrifugal concentrator with suspended rotor bowl",
08343026,,"Therapeutic methods using electromagnetic radiation",
08343027,,"Methods and devices for providing electromagnetic treatment in the presence of a metal-containing implant",
08343028,,"Ventricular pump coupling",
08343029,,"Transseptal cannula, tip, delivery system, and method",
08343030,,"Harmonic and overtone audio therapy for autism spectrum disorder (ASD) and regulated emotional and psychological disorders",
08343031,,"Obesity treatment systems",
08343032,,"Controllable gastric band",
08343033,,"Peristaltically inflatable penile prosthetic",
08343034,,"Electric medical instrument fitting which is attached to a medical instrument holding device",
08343035,,"Dilator with direct visualization",
08343036,,"Flaccid tubular membrane and insertion appliance for surgical intubation",
08343037,,"Endoscope apparatus and endoscope-image recording method",
08343038,,"Power supply starter for capsule endoscope",
08343039,,"Capsule medical device",
08343040,,"Rotate-to-advance catheterization system",
08343041,,"Integrated locking device with passive sealing",
08343042,,"Magnetically actuated endoscope coupler",
08343043,,Endoscope,
08343044,,"Light guide for endoscopes",
08343045,,"Curved cannula",
08343046,,"Surgical access system and related methods",
08343047,,"Surgical instrument access device",
08343048,,"Retractor system",
08343049,,"Physiological response to posture change",
08343050,,"Feedback in medical ultrasound imaging for high intensity focused ultrasound",
08343051,,"Apparatus and methods for the destruction of adipose tissue",
08343052,,"Ultrasonograph, medical image processing device, and medical image processing program",
08343053,,"Detection of structure in ultrasound M-mode imaging",
08343054,,"Methods and apparatus for ultrasound imaging",
08343055,,"Ultrasound diagnostic apparatus",
08343056,,"Ultrasound systems and methods for orthopedic applications",
08343057,,"Apparatus and method for monitoring pressure related changes in the extra-thoracic arterial circulatory system",
08343058,,"Dilution apparatus, method and computer program",
08343059,,"Identifying left atrial pressure elevation by means of a respiratory component",
08343060,,"Biological luminal body evaluating apparatus",
08343061,,"Method and apparatus for determining central aortic pressure waveform",
08343062,,"Digital control method for measuring blood pressure",
08343063,,"Optical vital sign detection method and measurement device",
08343064,,"System and method for diagnosing and monitoring congestive heart failure",
08343065,,"Neural event detection",
08343066,,"Device and method for rapid measurement of repetition suppression in the brain",
08343067,,"System and method for quantifying and mapping visual salience",
08343068,,"Sensor unit and procedure for monitoring intracranial physiological properties",
08343069,,"In-vivo information acquisition apparatus and in-vivo information acquisition apparatus system",
08343070,,"Reduced profile biopsy device",
08343071,,"Biopsy device with aperture orientation and improved tip",
08343072,,"Coaxial needle assembly",
08343073,,"Biopsy needle",
08343074,,"Fluid handling devices",
08343075,,"Tissue penetration device",
08343076,,"Sensor mounted flexible guidewire",
08343077,,"Oral function and dysfunction quantification device",
08343078,,"Methods for evaluating the integrity of a uterine cavity",
08343079,,"Neural monitoring sensor",
08343080,,"Knee extension treatment apparatus",
08343081,,"Mechanical CPR device with variable resuscitation protocol",
08343082,,"Nonwoven splinting and casting product",
08343083,,"Auto-flex knee brace",
08343084,,"Clotting cascade initiating apparatus and methods of use and methods of closing wounds",
08343085,,"Blood purification apparatus and priming method thereof",
08343086,,"Systems, devices, and methods including infection-fighting and monitoring shunts",
08343087,,"Prosthetic device for creating a vascular bypass, without clamping, from a blood vessel",
08343088,,"Apparatus and method for treating occluded infection collections of the digestive tract",
08343089,,"Method and apparatus for treating a carotid artery",
08343090,,"Gas-enhanced surgical instrument with mechanism for cylinder puncture",
08343091,,"Security tip for vascular catheter and method of using same",
08343092,,"Method and system for providing integrated medication infusion and analyte monitoring system",
08343093,,"Fluid delivery device with autocalibration",
08343094,,"Universal syringe with retractable needle",
08343095,,"Thermochemical ablation of bodily tissue",
08343096,,"Robotic catheter system",
08343097,,"Systems and methods for intravascular cooling",
08343098,,"Method and system for removing air from a flow path of a fluid injection device",
08343099,,"Device for metered administration of a liquid product",
08343100,,"Surgical system having a non-invasive flow sensor",
08343101,,"Fluid driven medical injectors",
08343102,,"Fluid driven medical injectors",
08343103,,"Injection device with tensioning spring and tensioning element",
