patent,kind,claims,apptype,appnum,gdate,appdate
08343548,B2,12,,11888529,20130101,20070801
08343549,B2,15,,12777757,20130101,20100511
08343550,B2,19,,13165732,20130101,20110621
08343551,B2,9,,12282956,20130101,20070316
08343552,B2,15,,12715270,20130101,20100301
08343553,B2,15,,13066585,20130101,20110418
08343554,B2,2,,10562205,20130101,20040106
08343555,B2,7,,12303007,20130101,20070529
08343556,B2,7,,11838158,20130101,20070813
08343557,B2,7,,12606700,20130101,20091027
08343558,B2,6,,11886787,20130101,20060324
08343559,B1,3,,12338221,20130101,20081218
08343560,B2,32,,11528830,20130101,20060928
08343561,B2,9,,12301389,20130101,20070417
08343562,B2,21,,12520062,20130101,20071218
08343563,B2,14,,13011534,20130101,20110121
08343564,B2,9,,12115839,20130101,20080506
08343565,B2,22,,13134692,20130101,20110614
08343566,B2,37,,12542922,20130101,20090818
08343567,B2,9,,13345813,20130101,20120109
08343568,B2,18,,12890536,20130101,20100924
08343569,B2,6,,13190263,20130101,20110725
08343570,B2,18,,12084748,20130101,20061108
08343571,B2,19,,12599000,20130101,20080516
08343572,B2,9,,12673726,20130101,20070829
08343573,B2,9,,12679389,20130101,20080919
08343574,B2,12,,13197741,20130101,20110803
08343575,B2,12,,12318516,20130101,20081230
08343576,B2,7,,13105132,20130101,20110511
08343577,B2,13,,12898388,20130101,20101005
08343578,B2,20,,11554079,20130101,20061030
08343579,B2,18,,12813873,20130101,20100611
08343580,B2,14,,12881896,20130101,20100914
08343581,B2,13,,11742032,20130101,20070430
08343582,B2,20,,12374555,20130101,20070719
08343583,B2,12,,12498885,20130101,20090707
08343584,B2,8,,12950303,20130101,20101119
08343585,B2,17,,12478661,20130101,20090604
08343586,B2,3,,12427259,20130101,20090421
08343587,B2,20,,12641521,20130101,20091218
08343588,B2,7,,12958835,20130101,20101202
08343589,B2,15,,12340098,20130101,20081219
08343591,B2,14,,12257608,20130101,20081024
08343592,B2,13,,12343519,20130101,20081224
08343593,B2,17,,12465494,20130101,20090513
08343594,B2,14,,12167270,20130101,20080703
08343595,B2,12,,12782078,20130101,20100518
08343596,B2,20,,13145112,20130101,20100114
08343597,B2,11,,13123444,20130101,20100112
08343598,B2,4,,13170070,20130101,20110627
08343599,B2,5,,12547174,20130101,20090825
08343600,B2,5,,12795885,20130101,20100608
08343601,B1,20,,13176911,20130101,20110706
08343602,B2,5,,12224058,20130101,20070115
08343603,B2,13,,12530798,20130101,20080310
08343604,B2,14,,12934748,20130101,20090223
08343605,B2,17,,12474516,20130101,20090529
08343606,B2,25,,13291619,20130101,20111108
08343607,B2,9,,12522135,20130101,20080103
08343608,B2,21,,12873024,20130101,20100831
08343609,B2,12,,13146836,20130101,20100129
08343610,B2,12,,12593788,20130101,20080321
08343611,B2,12,,12520908,20130101,20071220
08343612,B2,14,,12470897,20130101,20090522
08343613,B2,10,,12029530,20130101,20080212
08343614,B2,21,,13547755,20130101,20120712
08343615,B2,22,,11278600,20130101,20060404
08343616,B2,2,,12998240,20130101,20090925
08343617,B2,10,,12691728,20130101,20100121
08343618,B2,3,,12637850,20130101,20091215
08343619,B2,18,,12440886,20130101,20070912
08343620,B2,11,,12021852,20130101,20080129
08343621,B2,18,,13033114,20130101,20110223
08343622,B2,28,,12165765,20130101,20080701
08343623,B2,19,,12514485,20130101,20071115
08343624,B2,22,,13365313,20130101,20120203
08343625,B2,10,,13417537,20130101,20120312
08343626,B2,32,,13110038,20130101,20110518
08343627,B2,12,,12034155,20130101,20080220
08343628,B2,10,,12392528,20130101,20090225
08343629,B2,8,,12738689,20130101,20081016
08343630,B2,5,,13309778,20130101,20111202
08343631,B2,16,,12938652,20130101,20101103
08343632,B2,11,,12907281,20130101,20101019
08343633,B2,11,,13176774,20130101,20110706
08343634,B2,20,,12687491,20130101,20100114
08343635,B2,20,,12867127,20130101,20090205
08343636,B2,12,,12267309,20130101,20081107
08343637,B2,22,,12523176,20130101,20071210
08343638,B2,22,,12543334,20130101,20090818
08343639,B2,13,,12554508,20130101,20090904
08343640,B2,15,,12659356,20130101,20100305
08343641,B2,18,,12467037,20130101,20090515
08343642,B2,9,,12650859,20130101,20091231
08343643,B2,20,,12860602,20130101,20100820
08343644,B2,4,,12960788,20130101,20101206
08343645,B2,15,,12826815,20130101,20100630
08343646,B1,25,,13403026,20130101,20120223
08343647,B2,12,,12225983,20130101,20070331
08343648,B2,12,,12529753,20130101,20080305
08343649,B2,18,,12593828,20130101,20080326
08343650,B2,20,,12854740,20130101,20100811
08343651,B2,15,,13010758,20130101,20110120
08343652,B2,5,,11776111,20130101,20070711
08343653,B2,12,,12762154,20130101,20100416
08343654,B2,8,,12726951,20130101,20100318
08343655,B2,14,,12720298,20130101,20100309
08343656,B2,9,,13129423,20130101,20100412
08343657,B2,19,,11657092,20130101,20070124
08343658,B2,7,,12920444,20130101,20100315
08343659,B2,8,,12064420,20130101,20060824
08343660,B2,6,,12376922,20130101,20070808
08343661,B2,23,,12611993,20130101,20091104
08343662,B2,9,,10566655,20130101,20040805
08343663,B2,9,,12206091,20130101,20080908
08343664,B2,11,,13171498,20130101,20110629
08343665,B2,11,,13296824,20130101,20111115
08343666,B2,2,,10586602,20130101,20060113
08343667,B2,13,,12047708,20130101,20080313
08343668,B2,19,,12917439,20130101,20101101
08343669,B2,9,,12407294,20130101,20090319
08343670,B2,18,,12508223,20130101,20090723
08343671,B2,24,,12316802,20130101,20081216
08343672,B2,31,,11444473,20130101,20060601
08343673,B2,11,,11861864,20130101,20070926
08343674,B2,11,,12013298,20130101,20080111
08343675,B2,2,,13101664,20130101,20110505
08343676,B2,8,,12203688,20130101,20080903
08343677,B2,16,,11870608,20130101,20071011
08343678,B2,8,,12907801,20130101,20101019
08343679,B2,7,,12741958,20130101,20081016
08343680,B2,13,,12513443,20130101,20071107
08343681,B2,4,,12176585,20130101,20080721
08343682,B2,40,,11696210,20130101,20070404
08343683,B2,12,,12944723,20130101,20101112
08343684,B2,42,,12399732,20130101,20090306
08343685,B2,10,,12525242,20130101,20080125
08343686,B2,20,,12304191,20130101,20060728
08343687,B2,12,,11641171,20130101,20061219
08343688,B2,17,,12306977,20130101,20080605
08343689,B2,24,,11566457,20130101,20061204
08343690,B2,8,,11722781,20130101,20051223
08343691,B2,19,,11579536,20130101,20050425
08343692,B2,18,,12886157,20130101,20100920
08343693,B2,25,,12940292,20130101,20101105
08343694,B2,6,,13207764,20130101,20110811
08343695,B2,25,,13269497,20130101,20111007
08343696,B2,7,,12566700,20130101,20090925
08343697,B2,12,,12422636,20130101,20090413
08343698,B2,10,,12718622,20130101,20100305
08343699,B2,4,,12625810,20130101,20091125
08343700,B2,22,,12762257,20130101,20100416
08343701,B2,6,,12507398,20130101,20090722
08343702,B2,16,,12854250,20130101,20100811
08343703,B2,18,,12537625,20130101,20090807
08343704,B2,17,,11453821,20130101,20060616
08343705,B2,8,,12618856,20130101,20091116
08343706,B2,26,,12692961,20130101,20100125
08343707,B2,16,,13134286,20130101,20110603
08343708,B2,19,,13228836,20130101,20110909
08343709,B2,15,,12204397,20130101,20080904
08343710,B1,7,,11374471,20130101,20060313
08343711,B2,17,,12662078,20130101,20100330
08343712,B2,12,,13280064,20130101,20111024
08343713,B2,17,,12265997,20130101,20081106
08343714,B2,5,,12762666,20130101,20100419
08343715,B2,11,,12938737,20130101,20101103
08343716,B2,20,,12253025,20130101,20081016
08343717,B2,12,,13568370,20130101,20120807
08343718,B2,8,,12754908,20130101,20100406
08343719,B2,13,,12513007,20130101,20071030
08343720,B2,28,,12657336,20130101,20100119
08343721,B2,20,,13013262,20130101,20110125
08343722,B2,3,,10547669,20130101,20040227
08343723,B2,20,,12495309,20130101,20090630
08343724,B2,2,,13218398,20130101,20110825
08343725,B2,18,,13296500,20130101,20111115
08343726,B2,22,,11720142,20130101,20051123
08343727,B2,8,,12675524,20130101,20080828
08343728,B2,21,,12902182,20130101,20101012
08343729,B2,5,,13067565,20130101,20110609
08343730,B2,20,,12513205,20130101,20071102
08343731,B2,13,,12671912,20130101,20080801
08343732,B2,10,,12094893,20130101,20061123
08343733,B2,26,,12224792,20130101,20070306
08343734,B2,17,,13118645,20130101,20110531
08343735,B2,21,,12598182,20130101,20080512
08343736,B2,13,,13391073,20130101,20110118
08343737,B2,12,,13106910,20130101,20110513
08343738,B2,13,,12066644,20130101,20060914
08343739,B2,27,,12374659,20130101,20070719
08343740,B2,6,,12058227,20130101,20080328
08343741,B2,19,,12338122,20130101,20081218
08343742,B2,17,,12693300,20130101,20100125
08343743,B2,24,,12482420,20130101,20090610
08343744,B2,13,,12983841,20130101,20110103
08343745,B2,2,,12854524,20130101,20100831
08343746,B2,25,,11977160,20130101,20071022
08343747,B2,6,,12520523,20130101,20071221
08343748,B2,13,,12124390,20130101,20080521
08343749,B2,13,,13347012,20130101,20120110
08343750,B2,3,,12995567,20130101,20091230
08343751,B2,7,,13179027,20130101,20110708
08343752,B2,18,,13245780,20130101,20110926
08343753,B2,9,,12436542,20130101,20090506
08343754,B2,14,,13465364,20130101,20120507
08343755,B2,26,,11989794,20130101,20060801
08343756,B2,3,,12089440,20130101,20061010
08343757,B2,15,,13037931,20130101,20110301
08343758,B2,23,,12094971,20130101,20061124
08343759,B2,4,,12333652,20130101,20081212
08343760,B2,12,,12996196,20130101,20090605
08343761,B2,35,,13187677,20130101,20110721
08343762,B2,8,,12087610,20130101,20070111
08343763,B2,4,,13402519,20130101,20120222
08343764,B2,12,,12459621,20130101,20090702
08343765,B2,8,,12475023,20130101,20090529
08343766,B2,19,,13305134,20130101,20111128
08343767,B2,9,,13434694,20130101,20120329
08343768,B2,24,,11527273,20130101,20060926
08343769,B2,10,,13314622,20130101,20111208
08343770,B2,15,,12399412,20130101,20090306
08343771,B2,13,,13005134,20130101,20110112
08343772,B2,14,,13399477,20130101,20120217
08343773,B2,17,,12395334,20130101,20090227
08343774,B2,9,,12919565,20130101,20090225
08343775,B2,20,,12775387,20130101,20100506
08343776,B2,21,,13222599,20130101,20110831
08343777,B2,10,,13370850,20130101,20120210
08343778,B2,84,,11721423,20130101,20051212
08343779,B2,15,,12594352,20130101,20080410
08343780,B2,35,,11172945,20130101,20050705
08343781,B2,12,,12886612,20130101,20100921
08343782,B2,18,,12893535,20130101,20100929
08343783,B2,4,,12879576,20130101,20100910
08343784,B2,19,,11586648,20130101,20061026
08343785,B2,19,,12956244,20130101,20101130
08343786,B2,11,,13068406,20130101,20110509
08343787,B2,6,,13304457,20130101,20111125
08343788,B2,21,,13089485,20130101,20110419
08343789,B2,14,,12858202,20130101,20100817
08343790,B2,26,,12908506,20130101,20101020
08343791,B2,13,,12923693,20130101,20101005
08343792,B2,10,,12521853,20130101,20081027
08343793,B2,20,,13047275,20130101,20110314
08343794,B2,10,,12777392,20130101,20100511
08343795,B2,9,,12877953,20130101,20100908
08343796,B2,14,,13206227,20130101,20110809
08343797,B2,34,,12681532,20130101,20080917
08343798,B2,19,,13084654,20130101,20110412
08343799,B2,14,,12582084,20130101,20091020
08343800,B2,9,,12815430,20130101,20100615
08343801,B2,18,,13278240,20130101,20111021
08343802,B2,8,,12373377,20130101,20070718
08343803,B2,8,,12913020,20130101,20101027
08343804,B2,13,,13364346,20130101,20120202
08343805,B1,19,,13603007,20130101,20120904
08343806,B2,15,,12398235,20130101,20090305
08343807,B2,22,,12291974,20130101,20081117
08343808,B2,37,,13299495,20130101,20111118
08343809,B2,27,,12724367,20130101,20100315
08343810,B2,30,,12857362,20130101,20100816
08343811,B2,14,,12984177,20130101,20110104
08343812,B2,9,,13204385,20130101,20110805
08343813,B2,18,,12705474,20130101,20100212
08343814,B2,20,,12542235,20130101,20090817
08343815,B2,19,,12777881,20130101,20100511
08343816,B2,20,,12850652,20130101,20100805
08343817,B2,41,,12535713,20130101,20090805
08343818,B2,19,,12687287,20130101,20100114
08343819,B2,9,,12687273,20130101,20100114
08343820,B2,15,,12624966,20130101,20091124
08343821,B2,20,,13239617,20130101,20110922
08343822,B2,12,,12681445,20130101,20090730
08343823,B2,9,,13461331,20130101,20120501
08343824,B2,27,,12143727,20130101,20080620
08343825,B2,21,,13009020,20130101,20110119
08343826,B2,20,,13198209,20130101,20110804
08343827,B2,6,,13182750,20130101,20110714
08343828,B2,13,,13305072,20130101,20111128
08343829,B2,7,,13171405,20130101,20110628
08343830,B2,15,,12059754,20130101,20080331
08343831,B2,10,,13064628,20130101,20110405
08343832,B2,20,,12662958,20130101,20100513
08343833,B2,4,,12923555,20130101,20100928
08343834,B2,12,,13327941,20130101,20111216
08343835,B2,2,,13447721,20130101,20120416
08343836,B2,20,,13363944,20130101,20120201
08343837,B2,19,,12691192,20130101,20100121
08343838,B2,3,,12539235,20130101,20090811
08343839,B2,10,,12788454,20130101,20100527
08343840,B2,12,,12763006,20130101,20100419
08343841,B2,18,,12961410,20130101,20101206
08343842,B2,6,,13077434,20130101,20110331
08343843,B2,10,,12795138,20130101,20100607
08343844,B2,12,,13071927,20130101,20110325
08343845,B2,17,,12659769,20130101,20100319
08343846,B2,27,,12131229,20130101,20080602
08343847,B2,15,,12575555,20130101,20091008
08343848,B2,8,,12165699,20130101,20080701
08343849,B2,35,,12490431,20130101,20090624
08343850,B2,16,,12524104,20130101,20080212
08343851,B2,16,,12585537,20130101,20090917
08343852,B2,15,,13095584,20130101,20110427
08343853,B2,7,,12588024,20130101,20091001
08343854,B2,12,,12993938,20130101,20090529
08343855,B2,39,,12094211,20130101,20061124
08343856,B2,20,,13303075,20130101,20111122
08343857,B2,11,,13093174,20130101,20110425
08343858,B2,12,,13035037,20130101,20110225
08343859,B2,18,,12044722,20130101,20080307
08343860,B1,9,,13041127,20130101,20110304
08343861,B2,21,,12557195,20130101,20090910
08343862,B2,18,,13103784,20130101,20110509
08343863,B2,2,,13357656,20130101,20120125
08343864,B2,20,,13073103,20130101,20110328
08343865,B2,5,,12929350,20130101,20110118
08343866,B2,13,,13251952,20130101,20111003
08343867,B2,20,,13234674,20130101,20110916
08343868,B2,20,,13005201,20130101,20110112
08343869,B2,12,,13001273,20130101,20090624
08343870,B2,13,,12585034,20130101,20090901
08343871,B2,16,,12717923,20130101,20100304
08343872,B2,13,,12613714,20130101,20091106
08343873,B2,23,,13392151,20130101,20100811
08343874,B2,20,,12126098,20130101,20080523
08343875,B2,20,,13347478,20130101,20120110
08343876,B2,9,,13189416,20130101,20110722
08343877,B2,18,,12614952,20130101,20091109
08343878,B2,20,,12638721,20130101,20091215
08343879,B2,22,,12825592,20130101,20100629
08343880,B2,20,,12356201,20130101,20090120
08343881,B2,20,,12794713,20130101,20100604
08343882,B2,20,,12886282,20130101,20100920
08343883,B2,2,,12729427,20130101,20100323
08343884,B2,18,,12728367,20130101,20100322
08343885,B2,20,,12974176,20130101,20101221
08343886,B2,6,,13081659,20130101,20110407
08343887,B2,15,,12259451,20130101,20081028
08343888,B2,20,,12571606,20130101,20091001
08343889,B2,4,,12096212,20130101,20061208
08343890,B2,3,,12846123,20130101,20100729
08343891,B2,11,,10574784,20130101,20031006
08343892,B2,4,,10553363,20130101,20040414
08343893,B2,18,,12817919,20130101,20100617
08343894,B2,8,,12353587,20130101,20090114
08343895,B2,20,,12663725,20130101,20080527
08343896,B2,20,,12570057,20130101,20090930
08343897,B2,12,,12160104,20130101,20070115
08343898,B2,25,,12982392,20130101,20101230
08343899,B2,12,,13039610,20130101,20110303
08343900,B2,20,,12299564,20130101,20070507
08343901,B2,13,,12902729,20130101,20101012
08343902,B2,11,,12822329,20130101,20100624
08343903,B2,20,,12503900,20130101,20090716
08343904,B2,11,,12851056,20130101,20100805
08343905,B2,19,,12226714,20130101,20070403
08343906,B2,15,,12966087,20130101,20101213
08343907,B2,14,,12539654,20130101,20090812
08343908,B2,15,,11777136,20130101,20070712
08343909,B2,5,,13543823,20130101,20120707
08343910,B2,8,,12540169,20130101,20090812
08343911,B2,26,,12288449,20130101,20081020
08343912,B2,15,,12644943,20130101,20091222
08343913,B1,27,,11175515,20130101,20050705
08343914,B2,19,,12160187,20130101,20070108
08343915,B2,10,,12228261,20130101,20080811
08343916,B2,14,,12939065,20130101,20101103
08343917,B2,6,,12093365,20130101,20061107
08343918,B2,16,,12304068,20130101,20070606
08343919,B2,5,,12908806,20130101,20101020
08343920,B2,3,,13169722,20130101,20110627
08343921,B2,5,,13355873,20130101,20120123
08343922,B2,15,,10849643,20130101,20040519
08343923,B2,12,,12268268,20130101,20081110
08343924,B2,6,,12889853,20130101,20100924
08343925,B2,8,,12890174,20130101,20100924
08343926,B2,7,,10200023,20130101,20020719
08343927,B2,11,,12881008,20130101,20100913
08343928,B2,26,,11994809,20130101,20060707
08343929,B2,9,,12592540,20130101,20091125
08343930,B2,16,,12693127,20130101,20100125
08343931,B2,2,,12716986,20130101,20100303
08343932,B2,9,,12738282,20130101,20081017
08343933,B2,25,,12893976,20130101,20100929
08343934,B2,14,,12828053,20130101,20100630
08343935,B2,19,,11511857,20130101,20060829
08343936,B2,7,,13136172,20130101,20110726
08343937,B2,10,,11527124,20130101,20060925
08343938,B2,10,,12376395,20130101,20070803
08343939,B2,3,,12510201,20130101,20090727
08343940,B2,1,,12823035,20130101,20100624
08343941,B2,25,,13082865,20130101,20110408
08343942,B2,19,,13069860,20130101,20110323
08343943,B2,6,,12438914,20130101,20061206
08343944,B2,59,,12844748,20130101,20100727
08343945,B2,25,,12795164,20130101,20100607
08343946,B2,2,,12509878,20130101,20090727
08343947,B2,12,,12726109,20130101,20100317
08343948,B2,12,,11315003,20130101,20051223
08343949,B2,2,,11570200,20130101,20050519
08343950,B2,12,,11957442,20130101,20071215
08343951,B2,2,,12280470,20130101,20070221
08343952,B2,32,,12860073,20130101,20100820
08343953,B2,24,,11993831,20130101,20060621
08343954,B2,7,,13192344,20130101,20110727
08343955,B2,31,,13477587,20130101,20120522
08343956,B2,23,,13039455,20130101,20110303
08343957,B2,14,,12955792,20130101,20101129
08343958,B2,16,,13154144,20130101,20110606
08343959,B2,10,,13284204,20130101,20111028
08343960,B2,8,,12742627,20130101,20081113
08343961,B2,11,,12751238,20130101,20100331
08343962,B2,29,,12848792,20130101,20100802
08343963,B2,24,,12696479,20130101,20100129
08343964,B2,10,,12525503,20130101,20080131
08343965,B2,31,,11412014,20130101,20060426
08343966,B2,2,,12319234,20130101,20090102
